"","fecha","anio","mes","compra","venta"
"4136",2019-12-02,2019,12,57.75,62.25
"4137",2019-12-03,2019,12,57.75,62.25
"4138",2019-12-04,2019,12,57.75,62.25
"4139",2019-12-05,2019,12,57.75,62.25
"4140",2019-12-06,2019,12,57.75,62.25
"4141",2019-12-09,2019,12,58,62.5
"4142",2019-12-10,2019,12,58,62.75
"4143",2019-12-11,2019,12,58,63
"4144",2019-12-12,2019,12,58,63
"4145",2019-12-13,2019,12,58,63
"4146",2019-12-16,2019,12,58,63
"4147",2019-12-17,2019,12,58,63
"4148",2019-12-20,2019,12,58,63
"4149",2019-12-23,2019,12,58,63
"4150",2019-12-26,2019,12,58,63
"4151",2019-12-27,2019,12,58,63
"4152",2019-12-30,2019,12,58,63
"4153",2020-01-02,2020,1,58,63
"4154",2020-01-03,2020,1,58,63
"4155",2020-01-06,2020,1,58,63
"4156",2020-01-07,2020,1,58,63
"4157",2020-01-08,2020,1,58,63
"4158",2020-01-09,2020,1,58,63
"4159",2020-01-10,2020,1,58,63
"4160",2020-01-13,2020,1,58,63
"4161",2020-01-14,2020,1,58,63
"4162",2020-01-15,2020,1,58,63
"4163",2020-01-16,2020,1,58,63
"4164",2020-01-17,2020,1,58,63
"4165",2020-01-20,2020,1,58,63
"4166",2020-01-21,2020,1,58,63
"4167",2020-01-22,2020,1,58,63
"4168",2020-01-23,2020,1,58,63
"4169",2020-01-24,2020,1,58,63
"4170",2020-01-27,2020,1,58,63
"4171",2020-01-28,2020,1,58,63
"4172",2020-01-29,2020,1,58,63
"4173",2020-01-30,2020,1,58,63
"4174",2020-01-31,2020,1,58,63
"4175",2020-02-03,2020,2,58,63
"4176",2020-02-04,2020,2,58,63
"4177",2020-02-05,2020,2,58,63
"4178",2020-02-06,2020,2,58,63
"4179",2020-02-07,2020,2,58,63
"4180",2020-02-10,2020,2,58,63
"4181",2020-02-11,2020,2,58.25,63.25
"4182",2020-02-12,2020,2,58.25,63.25
"4183",2020-02-13,2020,2,58.25,63.25
"4184",2020-02-14,2020,2,58.25,63.25
"4185",2020-02-17,2020,2,58.25,63.25
"4186",2020-02-18,2020,2,58.25,63.25
"4187",2020-02-19,2020,2,58.5,63.5
"4188",2020-02-20,2020,2,58.5,63.5
"4189",2020-02-21,2020,2,58.5,63.5
"4190",2020-02-26,2020,2,58.75,63.75
"4191",2020-02-27,2020,2,58.75,63.75
"4192",2020-02-28,2020,2,59,64
"4193",2020-03-02,2020,3,59,64
"4194",2020-03-03,2020,3,59,64
"4195",2020-03-04,2020,3,59,64
"4196",2020-03-05,2020,3,59,64
"4197",2020-03-06,2020,3,59,64
"4198",2020-03-09,2020,3,59,64
"4199",2020-03-10,2020,3,59,64
"4200",2020-03-11,2020,3,59,64
"4201",2020-03-12,2020,3,59.5,64.5
"4202",2020-03-13,2020,3,59.5,64.5
"4203",2020-03-16,2020,3,59.5,64.5
"4204",2020-03-17,2020,3,59.5,64.5
"4205",2020-03-18,2020,3,60,65
"4206",2020-03-19,2020,3,60,65
"4207",2020-03-20,2020,3,60,65
"4208",2020-03-25,2020,3,60.25,65.25
"4209",2020-03-26,2020,3,60.25,65.25
"4210",2020-03-27,2020,3,60.5,65.5
"4211",2020-03-30,2020,3,60.75,65.75
"4212",2020-04-01,2020,4,61,66
"4213",2020-04-02,2020,4,61,66
"4214",2020-04-03,2020,4,61,66
"4215",2020-04-06,2020,4,61.25,66.25
"4216",2020-04-07,2020,4,61.5,66.5
"4217",2020-04-08,2020,4,61.5,66.5
"4218",2020-04-13,2020,4,61.75,66.75
"4219",2020-04-14,2020,4,61.75,66.75
"4220",2020-04-15,2020,4,61.75,66.75
"4221",2020-04-16,2020,4,62.25,67.25
"4222",2020-04-17,2020,4,62.25,67.25
"4223",2020-04-20,2020,4,62.5,67.5
"4224",2020-04-21,2020,4,62.75,67.75
"4225",2020-04-22,2020,4,62.75,67.75
"4226",2020-04-23,2020,4,62.75,67.75
"4227",2020-04-24,2020,4,63.25,68.25
"4228",2020-04-27,2020,4,63.25,68.25
"4229",2020-04-28,2020,4,63.5,68.5
"4230",2020-04-29,2020,4,63.5,68.5
"4231",2020-04-30,2020,4,63.75,68.75
"4232",2020-05-04,2020,5,63.75,68.75
"4233",2020-05-05,2020,5,63.75,68.75
"4234",2020-05-06,2020,5,64.25,69.25
"4235",2020-05-07,2020,5,64.25,69.25
"4236",2020-05-08,2020,5,64.25,69.25
"4237",2020-05-11,2020,5,64.25,69.25
"4238",2020-05-12,2020,5,64.25,69.25
"4239",2020-05-13,2020,5,64.75,69.75
"4240",2020-05-14,2020,5,64.75,69.75
"4241",2020-05-15,2020,5,64.75,69.75
"4242",2020-05-18,2020,5,65,70
"4243",2020-05-19,2020,5,65,70
"4244",2020-05-20,2020,5,65,70
"4245",2020-05-21,2020,5,65,70
"4246",2020-05-22,2020,5,65.25,70.25
"4247",2020-05-26,2020,5,65.25,70.25
"4248",2020-05-27,2020,5,65.25,70.25
"4249",2020-05-28,2020,5,65.25,70.25
"4250",2020-05-29,2020,5,65.5,70.5
"4251",2020-06-01,2020,6,65.5,70.5
"4252",2020-06-02,2020,6,65.5,70.5
"4253",2020-06-03,2020,6,65.5,70.5
"4254",2020-06-04,2020,6,65.75,70.75
"4255",2020-06-05,2020,6,65.75,70.75
"4256",2020-06-08,2020,6,65.75,70.75
"4257",2020-06-09,2020,6,66.5,71.5
"4258",2020-06-10,2020,6,66.5,71.5
"4259",2020-06-11,2020,6,66.5,71.5
"4260",2020-06-12,2020,6,67,72
"4261",2020-06-16,2020,6,67.25,72.25
"4262",2020-06-17,2020,6,67.25,72.25
"4263",2020-06-18,2020,6,67.5,72.5
"4264",2020-06-19,2020,6,67.5,72.5
"4265",2020-06-22,2020,6,67.5,72.5
"4266",2020-06-23,2020,6,68,73
"4267",2020-06-24,2020,6,68,73
"4268",2020-06-25,2020,6,68,73
"4269",2020-06-26,2020,6,68,73
"4270",2020-06-29,2020,6,68.5,73.5
"4271",2020-06-30,2020,6,68.5,73.5
"4272",2020-07-01,2020,7,68.5,73.5
"4273",2020-07-02,2020,7,68.75,73.75
"4274",2020-07-03,2020,7,69,74
"4275",2020-07-06,2020,7,69,74
"4276",2020-07-07,2020,7,69,74
"4277",2020-07-08,2020,7,69.5,74.5
"4278",2020-07-13,2020,7,69.5,74.5
"4279",2020-07-14,2020,7,70,75
"4280",2020-07-15,2020,7,70,75
"4281",2020-07-16,2020,7,70,75
"4282",2020-07-17,2020,7,70.25,75.25
"4283",2020-07-20,2020,7,70.5,75.5
"4284",2020-07-21,2020,7,70.5,75.5
"4285",2020-07-22,2020,7,70.5,75.5
"4286",2020-07-23,2020,7,70.5,75.5
"4287",2020-07-24,2020,7,70.75,75.75
"4288",2020-07-27,2020,7,70.75,75.75
"4289",2020-07-28,2020,7,71,76
"4290",2020-07-29,2020,7,71,76
"4291",2020-07-30,2020,7,71,76
"4292",2020-07-31,2020,7,71.25,76.25
"4293",2020-08-03,2020,8,71.5,76.5
"4294",2020-08-04,2020,8,71.5,76.5
"4295",2020-08-05,2020,8,71.75,76.75
"4296",2020-08-06,2020,8,71.75,76.75
"4297",2020-08-07,2020,8,71.75,76.75
"4298",2020-08-10,2020,8,72,77
"4299",2020-08-11,2020,8,72,77
"4300",2020-08-12,2020,8,72,77
"4301",2020-08-13,2020,8,72.25,77.25
"4302",2020-08-14,2020,8,72.25,77.25
"4303",2020-08-18,2020,8,72.5,77.5
"4304",2020-08-19,2020,8,72.5,77.5
"4305",2020-08-20,2020,8,72.5,77.5
"4306",2020-08-21,2020,8,72.5,77.5
"4307",2020-08-24,2020,8,72.75,77.75
"4308",2020-08-25,2020,8,72.75,77.75
"4309",2020-08-26,2020,8,72.75,77.75
"4310",2020-08-27,2020,8,72.75,77.75
"4311",2020-08-28,2020,8,73,78
"4312",2020-08-31,2020,8,73,78
"4313",2020-09-01,2020,9,73.25,78.25
"4314",2020-09-02,2020,9,73.25,78.25
"4315",2020-09-03,2020,9,73.25,78.25
"4316",2020-09-04,2020,9,73.5,78.5
"4317",2020-09-07,2020,9,73.5,78.5
"4318",2020-09-08,2020,9,73.75,78.75
"4319",2020-09-09,2020,9,73.75,78.75
"4320",2020-09-10,2020,9,74,79
"4321",2020-09-11,2020,9,74,79
"4322",2020-09-14,2020,9,74,79
"4323",2020-09-15,2020,9,74.25,79.25
"4324",2020-09-16,2020,9,74.25,79.25
"4325",2020-09-17,2020,9,74.25,79.25
"4326",2020-09-18,2020,9,74.25,79.25
"4327",2020-09-21,2020,9,74.5,79.5
"4328",2020-09-22,2020,9,74.5,79.5
"4329",2020-09-23,2020,9,74.5,79.5
"4330",2020-09-24,2020,9,74.75,79.75
"4331",2020-09-25,2020,9,74.75,79.75
"4332",2020-09-28,2020,9,74.75,79.75
"4333",2020-09-29,2020,9,75,80
"4334",2020-09-30,2020,9,75,80
"4335",2020-10-01,2020,10,75.25,80.25
"4336",2020-10-02,2020,10,76.5,81.5
"4337",2020-10-05,2020,10,76.75,81.75
"4338",2020-10-06,2020,10,77,82
"4339",2020-10-07,2020,10,76,82
"4340",2020-10-08,2020,10,76,82
"4341",2020-10-09,2020,10,76,82
"4342",2020-10-13,2020,10,76.25,82.25
"4343",2020-10-14,2020,10,76.25,82.25
"4344",2020-10-15,2020,10,76.5,82.5
"4345",2020-10-16,2020,10,76.5,82.5
"4346",2020-10-19,2020,10,76.5,82.5
"4347",2020-10-20,2020,10,76.75,82.75
"4348",2020-10-21,2020,10,77,83
"4349",2020-10-22,2020,10,77.25,83.25
"4350",2020-10-23,2020,10,77.5,83.5
"4351",2020-10-26,2020,10,77.5,83.5
"4352",2020-10-27,2020,10,77.5,83.5
"4353",2020-10-28,2020,10,77.5,83.5
"4354",2020-10-29,2020,10,77.5,83.5
"4355",2020-10-30,2020,10,77.5,83.5
"4356",2020-11-02,2020,11,77.75,83.75
"4357",2020-11-03,2020,11,78,84
"4358",2020-11-04,2020,11,78.25,84.25
"4359",2020-11-05,2020,11,78.25,84.25
"4360",2020-11-09,2020,11,78.5,84.5
"4361",2020-11-10,2020,11,78.75,84.75
"4362",2020-11-11,2020,11,78.75,84.75
"4363",2020-11-12,2020,11,79,85
"4364",2020-11-13,2020,11,79,85
"4365",2020-11-16,2020,11,79.25,85.25
"4366",2020-11-17,2020,11,79.25,85.25
"4367",2020-11-18,2020,11,79.25,85.25
"4368",2020-11-19,2020,11,79.5,85.5
"4369",2020-11-20,2020,11,79.5,85.5
"4370",2020-11-24,2020,11,79.75,85.75
"4371",2020-11-25,2020,11,79.75,85.75
"4372",2020-11-26,2020,11,80,86
"4373",2020-11-27,2020,11,80.25,86.25
"4374",2020-11-30,2020,11,80.5,86.5
"4375",2020-12-01,2020,12,80.5,86.5
"4376",2020-12-02,2020,12,80.5,86.5
"4377",2020-12-03,2020,12,80.75,86.75
"4378",2020-12-04,2020,12,80.75,86.75
"4379",2020-12-09,2020,12,81.25,87.25
"4380",2020-12-10,2020,12,81.5,87.5
"4381",2020-12-11,2020,12,81.5,87.5
"4382",2020-12-14,2020,12,81.5,87.5
"4383",2020-12-15,2020,12,81.75,87.75
"4384",2020-12-16,2020,12,81.75,87.75
"4385",2020-12-17,2020,12,81.75,87.75
"4386",2020-12-18,2020,12,82,88
"4387",2020-12-21,2020,12,82.25,88.25
"4388",2020-12-22,2020,12,82.25,88.25
"4389",2020-12-23,2020,12,82.5,88.5
"4390",2020-12-28,2020,12,82.75,88.75
"4391",2020-12-29,2020,12,83,89
"4392",2020-12-30,2020,12,83.25,89.25
"4393",2021-01-04,2021,1,83.5,89.5
"4394",2021-01-05,2021,1,83.75,89.75
"4395",2021-01-06,2021,1,83.75,89.75
"4396",2021-01-07,2021,1,84,90
"4397",2021-01-08,2021,1,84,90
"4398",2021-01-11,2021,1,84.25,90.25
"4399",2021-01-12,2021,1,84.5,90.5
"4400",2021-01-13,2021,1,84.5,90.5
"4401",2021-01-14,2021,1,84.75,90.75
"4402",2021-01-15,2021,1,84.75,90.75
"4403",2021-01-18,2021,1,85,91
"4404",2021-01-19,2021,1,85.25,91.25
"4405",2021-01-20,2021,1,85.25,91.25
"4406",2021-01-21,2021,1,85.5,91.5
"4407",2021-01-22,2021,1,85.75,91.75
"4408",2021-01-25,2021,1,86,92
"4409",2021-01-26,2021,1,86,92
"4410",2021-01-27,2021,1,86,92
"4411",2021-01-28,2021,1,86,92
"4412",2021-01-29,2021,1,86.25,92.25
"4413",2021-02-01,2021,2,86.5,92.5
"4414",2021-02-02,2021,2,86.5,92.5
"4415",2021-02-03,2021,2,86.5,92.5
"4416",2021-02-04,2021,2,86.75,92.75
"4417",2021-02-05,2021,2,87,93
"4418",2021-02-08,2021,2,87.25,93.25
"4419",2021-02-09,2021,2,87.25,93.25
"4420",2021-02-10,2021,2,87.25,93.25
"4421",2021-02-11,2021,2,87.5,93.5
"4422",2021-02-12,2021,2,87.5,93.5
"4423",2021-02-17,2021,2,87.75,93.75
"4424",2021-02-18,2021,2,87.75,93.75
"4425",2021-02-19,2021,2,88,94
"4426",2021-02-22,2021,2,88.25,94.25
"4427",2021-02-23,2021,2,88.25,94.25
"4428",2021-02-24,2021,2,88.5,94.5
"4429",2021-02-25,2021,2,88.5,94.5
"4430",2021-02-26,2021,2,88.5,94.5
"4431",2021-03-01,2021,3,88.75,94.75
"4432",2021-03-02,2021,3,89,95
"4433",2021-03-03,2021,3,89,95
"4434",2021-03-04,2021,3,89,95
"4435",2021-03-05,2021,3,89,95
"4436",2021-03-08,2021,3,89.25,95.25
"4437",2021-03-09,2021,3,89.5,95.5
"4438",2021-03-10,2021,3,89.5,95.5
"4439",2021-03-11,2021,3,89.75,95.75
"4440",2021-03-12,2021,3,89.75,95.75
"4441",2021-03-15,2021,3,90,96
"4442",2021-03-16,2021,3,90.25,96.25
"4443",2021-03-17,2021,3,90.25,96.25
"4444",2021-03-18,2021,3,90.5,96.5
"4445",2021-03-19,2021,3,90.5,96.5
"4446",2021-03-22,2021,3,90.75,96.75
"4447",2021-03-23,2021,3,91,97
"4448",2021-03-25,2021,3,91,97
"4449",2021-03-26,2021,3,91.25,97.25
"4450",2021-03-29,2021,3,91.25,97.25
"4451",2021-03-30,2021,3,91.25,97.25
"4452",2021-03-31,2021,3,91.5,97.5
"4453",2021-04-05,2021,4,91.75,97.75
"4454",2021-04-06,2021,4,91.75,97.75
"4455",2021-04-07,2021,4,92,98
"4456",2021-04-08,2021,4,92,98
"4457",2021-04-09,2021,4,92,98
"4458",2021-04-12,2021,4,92,98
"4459",2021-04-13,2021,4,92,98
"4460",2021-04-14,2021,4,92.25,98.25
"4461",2021-04-15,2021,4,92.25,98.25
"4462",2021-04-16,2021,4,92.25,98.25
"4463",2021-04-19,2021,4,92.25,98.25
"4464",2021-04-20,2021,4,92.25,98.25
"4465",2021-04-21,2021,4,92.25,98.25
"4466",2021-04-22,2021,4,92.25,98.25
"4467",2021-04-23,2021,4,92.25,98.25
"4468",2021-04-26,2021,4,92.5,98.5
"4469",2021-04-27,2021,4,92.5,98.5
"4470",2021-04-28,2021,4,92.5,98.5
"4471",2021-04-29,2021,4,92.5,98.5
"4472",2021-04-30,2021,4,92.5,98.5
"4473",2021-05-03,2021,5,92.75,98.75
"4474",2021-05-04,2021,5,92.75,98.75
"4475",2021-05-05,2021,5,92.75,98.75
"4476",2021-05-06,2021,5,92.75,98.75
"4477",2021-05-07,2021,5,93,99
"4478",2021-05-10,2021,5,93,99
"4479",2021-05-11,2021,5,93,99
"4480",2021-05-12,2021,5,93,99
"4481",2021-05-13,2021,5,93,99
"4482",2021-05-14,2021,5,93,99
"4483",2021-05-17,2021,5,93.25,99.25
"4484",2021-05-18,2021,5,93.25,99.25
"4485",2021-05-19,2021,5,93.25,99.25
"4486",2021-05-20,2021,5,93.25,99.25
"4487",2021-05-21,2021,5,93.5,99.5
"4488",2021-05-26,2021,5,93.5,99.5
"4489",2021-05-27,2021,5,93.75,99.75
"4490",2021-05-28,2021,5,93.75,99.75
"4491",2021-05-31,2021,5,93.75,99.75
"4492",2021-06-01,2021,6,94,100
"4493",2021-06-02,2021,6,94,100
"4494",2021-06-03,2021,6,94,100
"4495",2021-06-04,2021,6,94,100
"4496",2021-06-07,2021,6,94,100
"4497",2021-06-08,2021,6,94,100
"4498",2021-06-09,2021,6,94,100
"4499",2021-06-10,2021,6,94,100
"4500",2021-06-11,2021,6,94,100
"4501",2021-06-14,2021,6,94.25,100.25
"4502",2021-06-15,2021,6,94.25,100.25
"4503",2021-06-16,2021,6,94.25,100.25
"4504",2021-06-17,2021,6,94.25,100.25
"4505",2021-06-18,2021,6,94.25,100.25
"4506",2021-06-22,2021,6,94.25,100.25
"4507",2021-06-23,2021,6,94.5,100.5
"4508",2021-06-24,2021,6,94.5,100.5
"4509",2021-06-25,2021,6,94.5,100.5
"4510",2021-06-28,2021,6,94.5,100.5
"4511",2021-06-29,2021,6,94.75,100.75
"4512",2021-06-30,2021,6,94.75,100.75
"4513",2021-07-01,2021,7,94.75,100.75
"4514",2021-07-02,2021,7,94.75,100.75
"4515",2021-07-05,2021,7,95,101
"4516",2021-07-06,2021,7,95,101
