"","fecha","tcc_bcra","anio","mes"
"4717",2021-05-17,94.135,2021,5
"4718",2021-05-18,94.165,2021,5
"4719",2021-05-19,94.21,2021,5
"4720",2021-05-20,94.245,2021,5
"4721",2021-05-21,94.2767,2021,5
"4722",2021-05-26,94.485,2021,5
"4723",2021-05-27,94.525,2021,5
"4724",2021-05-28,94.565,2021,5
"4725",2021-05-31,94.685,2021,5
"4726",2021-06-01,94.735,2021,6
"4727",2021-06-02,94.775,2021,6
"4728",2021-06-03,94.815,2021,6
"4729",2021-06-04,94.86,2021,6
"4730",2021-06-07,94.975,2021,6
"4731",2021-06-08,95.015,2021,6
"4732",2021-06-09,95.055,2021,6
"4733",2021-06-10,95.0967,2021,6
"4734",2021-06-11,95.135,2021,6
"4735",2021-06-14,95.255,2021,6
"4736",2021-06-15,95.285,2021,6
"4737",2021-06-16,95.315,2021,6
"4738",2021-06-17,95.3517,2021,6
"4739",2021-06-18,95.3817,2021,6
"4740",2021-06-22,95.4967,2021,6
"4741",2021-06-23,95.53,2021,6
"4742",2021-06-24,95.5583,2021,6
"4743",2021-06-25,95.59,2021,6
"4744",2021-06-28,95.6833,2021,6
"4745",2021-06-29,95.705,2021,6
"4746",2021-06-30,95.7267,2021,6
"4747",2021-07-01,95.7667,2021,7
"4748",2021-07-02,95.795,2021,7
"4749",2021-07-05,95.89,2021,7
"4750",2021-07-06,95.9183,2021,7
"4751",2021-07-07,95.9483,2021,7
